"Location","Station_Number","Depth","Time_Range","Population","Sample_Type","VP","abs_VP","VP_SE","VP_R_Squared","VP_Method","Replicate"
"PE477",3,1,"T0_T3","c_Viruses","VP",30490.1960784299,91470.5882352896,NA,1,"LM_SR","2"
"PE477",3,1,"T0_T6","c_Viruses","VP",41421.5686274498,248529.411764699,6311.23088378896,0.977311383682114,"LM_SR","2"
"PE477",3,1,"T0_T9","c_Viruses","VP",32764.7058823531,294882.352941177,5739.92606655469,0.942169231651734,"LM_SR","2"
"PE477",3,1,"T0_T12","c_Viruses","VP",-47323.529411765,-567882.35294118,46357.5674648542,0.257813110994039,"LM_SR","2"
"PE477",3,1,"T0_T24","c_Viruses","VP",-3328.43137254908,-79882.3529411779,23753.7238998293,0.00488460286721891,"LM_SR","2"
"PE477",3,1,"T0_T3","c_Viruses","VP",91372.5490196101,274117.64705883,NA,1,"LM_SR","3"
"PE477",3,1,"T0_T6","c_Viruses","VP",93529.4117647066,561176.47058824,1245.26528648671,0.999822764637298,"LM_SR","3"
"PE477",3,1,"T0_T9","c_Viruses","VP",33186.2745098043,298676.470588239,34843.577242414,0.312037258554069,"LM_SR","3"
"PE477",3,1,"T0_T12","c_Viruses","VP",500.000000000302,6000.00000000362,27583.0105703875,0.000109518593149811,"LM_SR","3"
"PE477",3,1,"T0_T24","c_Viruses","VP",-1169.11764705878,-28058.8235294106,11953.5089548476,0.00238576824738502,"LM_SR","3"
"PE477",4,1,"T0_T3","c_Viruses","VP",-281385.661039243,-844156.98311773,NA,1,"LM_SR","1"
"PE477",4,1,"T0_T6","c_Viruses","VP",47829.423372068,286976.540232408,190072.417606156,0.0595507785873915,"LM_SR","1"
"PE477",4,1,"T0_T9","c_Viruses","VP",-64582.328436746,-581240.955930714,106946.896955944,0.154213314060636,"LM_SR","1"
"PE477",4,1,"T0_T12","c_Viruses","VP",-80670.3595272798,-968044.314327357,62440.5410847666,0.357484398158556,"LM_SR","1"
"PE477",4,1,"T0_T24","c_Viruses","VP",-60974.8345950966,-1463396.03028232,27628.8818343696,0.549067757533536,"LM_SR","1"
"PE477",4,1,"T0_T3","c_Viruses","VP",-63889.497917123,-191668.493751369,NA,1,"LM_SR","2"
"PE477",4,1,"T0_T6","c_Viruses","VP",-55678.5792589335,-334071.475553601,4740.57609760024,0.992803040585491,"LM_SR","2"
"PE477",4,1,"T0_T9","c_Viruses","VP",-39942.9949572452,-359486.954615207,9329.03085995201,0.901632555573531,"LM_SR","2"
"PE477",4,1,"T0_T12","c_Viruses","VP",-42624.5534390027,-511494.641268032,5604.21188860137,0.950697060218987,"LM_SR","2"
"PE477",4,1,"T0_T24","c_Viruses","VP",-33563.5486928819,-805525.168629166,3568.00582161556,0.956751170641626,"LM_SR","2"
"PE477",4,1,"T0_T3","c_Viruses","VP",-251216.83841263,-753650.51523789,NA,1,"LM_SR","3"
"PE477",4,1,"T0_T6","c_Viruses","VP",-5864.94189870685,-35189.6513922411,141653.983498499,0.00171129940660458,"LM_SR","3"
"PE477",4,1,"T0_T9","c_Viruses","VP",-52830.5196228893,-475474.676606004,68908.8192603386,0.227138933370137,"LM_SR","3"
"PE477",4,1,"T0_T12","c_Viruses","VP",-33298.9884399274,-399587.861279129,41351.7677260398,0.177732144171247,"LM_SR","3"
"PE477",4,1,"T0_T24","c_Viruses","VP",-22526.4153457919,-540633.968299006,18173.8775277463,0.277501778953719,"LM_SR","3"
"PE477",5,1,"T0_T3","c_Viruses","VP",55190.7975642768,165572.39269283,NA,1,"LM_SR","1"
"PE477",5,1,"T0_T6","c_Viruses","VP",10877.8542917132,65267.1257502793,25584.089726999,0.153101038203135,"LM_SR","1"
"PE477",5,1,"T0_T9","c_Viruses","VP",77965.589339245,701690.304053205,40387.6696616814,0.650750305408869,"LM_SR","1"
"PE477",5,1,"T0_T12","c_Viruses","VP",70583.9155847976,847006.987017572,23704.0992806321,0.747192836650444,"LM_SR","1"
"PE477",5,1,"T0_T24","c_Viruses","VP",42902.6390056191,1029663.33613486,13007.9872871172,0.731146094681606,"LM_SR","1"
"PE477",5,1,"T0_T3","c_Viruses","VP",18702.27579979,56106.8273993701,NA,1,"LM_SR","2"
"PE477",5,1,"T0_T6","c_Viruses","VP",37519.055328965,225114.33197379,10863.872726451,0.922643062386142,"LM_SR","2"
"PE477",5,1,"T0_T9","c_Viruses","VP",42423.631737686,381812.685639174,5623.43631951433,0.966051684292636,"LM_SR","2"
"PE477",5,1,"T0_T12","c_Viruses","VP",52064.8457520263,624778.149024316,6444.01644188739,0.956062857500698,"LM_SR","2"
"PE477",5,1,"T0_T24","c_Viruses","VP",54053.3938523712,1297281.45245691,2848.77687686377,0.989011653719899,"LM_SR","2"
"PE477",5,1,"T0_T3","c_Viruses","VP",41679.3574966734,125038.07249002,NA,1,"LM_SR","3"
"PE477",5,1,"T0_T6","c_Viruses","VP",101984.654973545,611907.92984127,34817.2797318324,0.895614295071175,"LM_SR","3"
"PE477",5,1,"T0_T9","c_Viruses","VP",94515.1950265687,850636.755239118,16156.9243427731,0.944782594993242,"LM_SR","3"
"PE477",5,1,"T0_T12","c_Viruses","VP",38576.3064303003,462915.677163604,33616.4912981898,0.30504892437542,"LM_SR","3"
"PE477",5,1,"T0_T24","c_Viruses","VP",49177.4433759972,1180258.64102393,14874.5817889229,0.732093081976181,"LM_SR","3"
"PE477",6,1,"T0_T3","c_Viruses","VP",-11709.4017094032,-35128.2051282097,NA,1,"LM_SR","1"
"PE477",6,1,"T0_T6","c_Viruses","VP",13333.3333333332,79999.9999999994,14458.4298181685,0.459583147107113,"LM_SR","1"
"PE477",6,1,"T0_T9","c_Viruses","VP",28978.632478632,260807.692307688,11108.6017876542,0.772859907635577,"LM_SR","1"
"PE477",6,1,"T0_T12","c_Viruses","VP",11662.3931623927,139948.717948712,11877.8951240522,0.243196898601863,"LM_SR","1"
"PE477",6,1,"T0_T24","c_Viruses","VP",10348.2905982902,248358.974358965,5157.25014622975,0.501635317109148,"LM_SR","1"
"PE477",6,1,"T0_T3","c_Viruses","VP",10769.23076923,32307.69230769,NA,1,"LM_SR","2"
"PE477",6,1,"T0_T6","c_Viruses","VP",10384.6153846149,62307.6923076894,222.05779584188,0.999542961608776,"LM_SR","2"
"PE477",6,1,"T0_T9","c_Viruses","VP",35294.871794871,317653.846153839,14382.2860981083,0.75069708564992,"LM_SR","2"
"PE477",6,1,"T0_T12","c_Viruses","VP",40961.538461538,491538.461538456,8924.89522849717,0.875333808805199,"LM_SR","2"
"PE477",6,1,"T0_T24","c_Viruses","VP",24461.5384615382,587076.923076917,6133.72472747465,0.799040030406476,"LM_SR","2"
"PE477",6,1,"T0_T3","c_Viruses","VP",-24871.7948717932,-74615.3846153796,NA,1,"LM_SR","3"
"PE477",6,1,"T0_T6","c_Viruses","VP",27735.0427350432,166410.256410259,30372.5718535222,0.454702903672034,"LM_SR","3"
"PE477",6,1,"T0_T9","c_Viruses","VP",14021.367521368,126192.307692312,15722.1792431858,0.284524669620483,"LM_SR","3"
"PE477",6,1,"T0_T12","c_Viruses","VP",9243.58974358999,110923.07692308,9487.08034906231,0.240377044985847,"LM_SR","3"
"PE477",6,1,"T0_T24","c_Viruses","VP",38042.7350427351,913025.641025642,9273.17515942171,0.80797014062702,"LM_SR","3"
"PE486",1,1,"T0_T3","c_Viruses","VP",-99624.4131455395,-298873.239436618,NA,1,"LM_SR","1"
"PE486",1,1,"T0_T6","c_Viruses","VP",-117042.253521127,-702253.52112676,10056.1948295467,0.992671961159334,"LM_SR","1"
"PE486",1,1,"T0_T9","c_Viruses","VP",-19093.8967136152,-171845.070422537,56729.0543841555,0.0536067744644151,"LM_SR","1"
"PE486",1,1,"T0_T12","c_Viruses","VP",-22971.8309859159,-275661.971830991,32828.9708719842,0.140312411702014,"LM_SR","1"
"PE486",1,1,"T0_T24","c_Viruses","VP",-13652.5821596245,-327661.971830987,14467.6834929954,0.182086923881616,"LM_SR","1"
"PE486",1,1,"T0_T3","c_Viruses","VP",26291.0798122069,78873.2394366208,NA,1,"LM_SR","2"
"PE486",1,1,"T0_T6","c_Viruses","VP",16478.8732394365,98873.2394366188,5665.08010613286,0.894307546384572,"LM_SR","2"
"PE486",1,1,"T0_T9","c_Viruses","VP",33610.3286384976,302492.957746479,10210.1688470426,0.844191453224027,"LM_SR","2"
"PE486",1,1,"T0_T12","c_Viruses","VP",22690.1408450703,272281.690140844,8631.30058428504,0.69729679335091,"LM_SR","2"
"PE486",1,1,"T0_T24","c_Viruses","VP",46255.8685446008,1110140.84507042,7761.91051978106,0.898769391280276,"LM_SR","2"
"PE486",1,1,"T0_T3","c_Viruses","VP",74647.8873239434,223943.66197183,NA,1,"LM_SR","3"
"PE486",1,1,"T0_T6","c_Viruses","VP",55305.1643192495,331830.985915497,11167.5263336198,0.960823449800092,"LM_SR","3"
"PE486",1,1,"T0_T9","c_Viruses","VP",64032.8638497657,576295.774647891,7094.6206321462,0.976036591103831,"LM_SR","3"
"PE486",1,1,"T0_T12","c_Viruses","VP",31300.4694835685,375605.633802822,19336.8670580176,0.466208323657568,"LM_SR","3"
"PE486",1,1,"T0_T24","c_Viruses","VP",24063.3802816902,577521.126760565,8629.80746337799,0.66030274468664,"LM_SR","3"
"PE486",2,1,"T0_T3","c_Viruses","VP",218967.136150234,656901.408450702,NA,1,"LM_SR","1"
"PE486",2,1,"T0_T6","c_Viruses","VP",245211.267605633,1471267.6056338,15152.0563604232,0.99619629147396,"LM_SR","1"
"PE486",2,1,"T0_T9","c_Viruses","VP",280610.328638497,2525492.95774648,21531.7162125865,0.988361531938575,"LM_SR","1"
"PE486",2,1,"T0_T12","c_Viruses","VP",173727.699530517,2084732.3943662,62948.4212354145,0.717427067031335,"LM_SR","1"
"PE486",2,1,"T0_T24","c_Viruses","VP",86023.474178404,2064563.3802817,37201.7747680182,0.572053206082696,"LM_SR","1"
"PE486",2,1,"T0_T3","c_Viruses","VP",550516.431924881,1651549.29577464,NA,1,"LM_SR","2"
"PE486",2,1,"T0_T6","c_Viruses","VP",166197.183098591,997183.098591549,221886.821764612,0.359396373777891,"LM_SR","2"
"PE486",2,1,"T0_T9","c_Viruses","VP",390328.638497653,3512957.74647887,163069.684800682,0.741250011656663,"LM_SR","2"
"PE486",2,1,"T0_T12","c_Viruses","VP",186929.577464789,2243154.92957746,150513.454692091,0.339560510952535,"LM_SR","2"
"PE486",2,1,"T0_T24","c_Viruses","VP",66852.1126760562,1604450.70422535,73818.9071577773,0.170150879018097,"LM_SR","2"
"PE486",2,1,"T0_T3","c_Viruses","VP",323474.178403757,970422.53521127,NA,1,"LM_SR","3"
"PE486",2,1,"T0_T6","c_Viruses","VP",189389.671361503,1136338.02816902,77413.7262350032,0.85683960272257,"LM_SR","3"
"PE486",2,1,"T0_T9","c_Viruses","VP",153305.164319249,1379746.47887324,40405.5386229632,0.878016545895209,"LM_SR","3"
"PE486",2,1,"T0_T12","c_Viruses","VP",135107.981220658,1621295.77464789,25584.7938180438,0.90287102537292,"LM_SR","3"
"PE486",2,1,"T0_T24","c_Viruses","VP",90011.7370892018,2160281.69014084,17094.0535539541,0.873925758013838,"LM_SR","3"
"PE486",3,1,"T0_T3","c_Viruses","VP",-187583.333333333,-562749.999999999,NA,1,"LM_SR","1"
"PE486",3,1,"T0_T6","c_Viruses","VP",5916.66666666649,35499.9999999989,111717.277088193,0.00279702974417248,"LM_SR","1"
"PE486",3,1,"T0_T9","c_Viruses","VP",139516.666666667,1255650,91901.0518619528,0.535389725627978,"LM_SR","1"
"PE486",3,1,"T0_T12","c_Viruses","VP",131900,1582800,53241.0147174915,0.671685387732338,"LM_SR","1"
"PE486",3,1,"T0_T24","c_Viruses","VP",58743.7499999999,1409850,31264.5960877953,0.468816147826183,"LM_SR","1"
"PE486",3,1,"T0_T3","c_Viruses","VP",43333.3333333335,130000,NA,1,"LM_SR","2"
"PE486",3,1,"T0_T6","c_Viruses","VP",148916.666666666,893499.999999999,60958.5659219381,0.856483489721776,"LM_SR","2"
"PE486",3,1,"T0_T9","c_Viruses","VP",161250,1451250,28176.107885149,0.942449307756702,"LM_SR","2"
"PE486",3,1,"T0_T12","c_Viruses","VP",103466.666666667,1241600,37116.0642070549,0.721474408847699,"LM_SR","2"
"PE486",3,1,"T0_T24","c_Viruses","VP",47891.6666666666,1149400,22708.6357013508,0.526499674006437,"LM_SR","2"
"PE486",3,1,"T0_T3","c_Viruses","VP",139833.333333333,419500,NA,1,"LM_SR","3"
"PE486",3,1,"T0_T6","c_Viruses","VP",421291.666666667,2527750,162500.044515663,0.870489555003944,"LM_SR","3"
"PE486",3,1,"T0_T9","c_Viruses","VP",200700,1806300,146633.83202537,0.483655388054366,"LM_SR","3"
"PE486",3,1,"T0_T12","c_Viruses","VP",185991.666666667,2231900,85083.9110601781,0.61432179572768,"LM_SR","3"
"PE486",3,1,"T0_T24","c_Viruses","VP",95172.9166666666,2284150,45218.3657143119,0.525500309397408,"LM_SR","3"
"PE486",4,1,"T0_T3","c_Viruses","VP",25083.3333333334,75250.0000000001,NA,1,"LM_SR","1"
"PE486",4,1,"T0_T6","c_Viruses","VP",11958.3333333332,71749.9999999994,7577.72228311378,0.7134974533107,"LM_SR","1"
"PE486",4,1,"T0_T9","c_Viruses","VP",52808.3333333334,475275,23826.9848770954,0.710652118534251,"LM_SR","1"
"PE486",4,1,"T0_T12","c_Viruses","VP",41483.3333333334,497800,15231.3364847314,0.712029512271035,"LM_SR","1"
"PE486",4,1,"T0_T24","c_Viruses","VP",24337.5,584100,8246.03554086469,0.685308712122227,"LM_SR","1"
"PE486",4,1,"T0_T3","c_Viruses","VP",76416.6666666667,229250,NA,1,"LM_SR","2"
"PE486",4,1,"T0_T6","c_Viruses","VP",93250,559500,9718.72953135869,0.989254433494229,"LM_SR","2"
"PE486",4,1,"T0_T9","c_Viruses","VP",72458.3333333333,652125,12766.696583951,0.941541222630781,"LM_SR","2"
"PE486",4,1,"T0_T12","c_Viruses","VP",69275,831300,7596.53764943341,0.965181615568322,"LM_SR","2"
"PE486",4,1,"T0_T24","c_Viruses","VP",34060.4166666666,817449.999999999,10684.5234409542,0.717558875719609,"LM_SR","2"
"PE486",4,1,"T0_T3","c_Viruses","VP",118166.666666667,354500,NA,1,"LM_SR","3"
"PE486",4,1,"T0_T6","c_Viruses","VP",115375,692250,1611.76950148771,0.99980488183985,"LM_SR","3"
"PE486",4,1,"T0_T9","c_Viruses","VP",75308.3333333333,677775,23143.7281520886,0.841120218304867,"LM_SR","3"
"PE486",4,1,"T0_T12","c_Viruses","VP",60266.6666666667,723200,15936.1631610716,0.826606351478591,"LM_SR","3"
"PE486",4,1,"T0_T24","c_Viruses","VP",27300,655199.999999999,11755.1904414524,0.574170969103596,"LM_SR","3"
"PE486",5,1,"T0_T3","c_Viruses","VP",62583.3333333333,187750,NA,1,"LM_SR","1"
"PE486",5,1,"T0_T6","c_Viruses","VP",-3333.33333333339,-20000.0000000003,38057.0052440828,0.00761323497456722,"LM_SR","1"
"PE486",5,1,"T0_T9","c_Viruses","VP",41487.5,373387.5,30972.6141915905,0.472884223011074,"LM_SR","1"
"PE486",5,1,"T0_T12","c_Viruses","VP",16704.1666666666,200450,22902.0846283493,0.150619331725111,"LM_SR","1"
"PE486",5,1,"T0_T24","c_Viruses","VP",-1083.33333333334,-26000.0000000002,11167.4097525611,0.00234713878877309,"LM_SR","1"
"PE486",5,1,"T0_T3","c_Viruses","VP",35583.3333333334,106750,NA,1,"LM_SR","2"
"PE486",5,1,"T0_T6","c_Viruses","VP",81291.6666666667,487750,26389.7185542092,0.904662442290074,"LM_SR","2"
"PE486",5,1,"T0_T9","c_Viruses","VP",81291.6666666667,487750,26389.7185542092,0.904662442290074,"LM_SR","2"
"PE486",5,1,"T0_T12","c_Viruses","VP",31605.9523809524,379271.428571429,21102.5937138364,0.52865652183052,"LM_SR","2"
"PE486",5,1,"T0_T24","c_Viruses","VP",20110.4166666667,482650,8790.68673777875,0.635637199961526,"LM_SR","2"
"PE486",5,1,"T0_T3","c_Viruses","VP",54166.6666666668,162500,NA,1,"LM_SR","3"
"PE486",5,1,"T0_T6","c_Viruses","VP",97083.3333333333,582500,24777.9490527215,0.938844566395351,"LM_SR","3"
"PE486",5,1,"T0_T9","c_Viruses","VP",46462.5,418162.5,31256.1291211642,0.524907594354291,"LM_SR","3"
"PE486",5,1,"T0_T12","c_Viruses","VP",20762.5,249150,23362.6169170528,0.20840118952638,"LM_SR","3"
"PE486",5,1,"T0_T24","c_Viruses","VP",12289.5833333333,294949.999999999,10407.7976479554,0.258476721154305,"LM_SR","3"
"PE486",6,1,"T0_T3","c_Viruses","VP",-99166.6666666664,-297499.999999999,NA,1,"LM_SR","1"
"PE486",6,1,"T0_T6","c_Viruses","VP",-45958.3333333336,-275750.000000002,30719.8455731315,0.691182330042516,"LM_SR","1"
"PE486",6,1,"T0_T9","c_Viruses","VP",22050,198450,41598.7129207944,0.123179416154864,"LM_SR","1"
"PE486",6,1,"T0_T12","c_Viruses","VP",19791.6666666667,237500,24052.3941019815,0.184138049321853,"LM_SR","1"
"PE486",6,1,"T0_T24","c_Viruses","VP",4195.83333333333,100700,11346.419247735,0.033056723933786,"LM_SR","1"
"PE486",6,1,"T0_T3","c_Viruses","VP",-16666.6666666665,-49999.9999999995,NA,1,"LM_SR","2"
"PE486",6,1,"T0_T6","c_Viruses","VP",50833.3333333333,305000,38971.1431702998,0.629823967501692,"LM_SR","2"
"PE486",6,1,"T0_T9","c_Viruses","VP",60908.3333333333,548175,18373.4920016129,0.846027112500987,"LM_SR","2"
"PE486",6,1,"T0_T12","c_Viruses","VP",26825,321900,22355.1546587094,0.324304954466937,"LM_SR","2"
"PE486",6,1,"T0_T24","c_Viruses","VP",19193.75,460649.999999999,9927.57141813408,0.483067300972288,"LM_SR","2"
"PE486",6,1,"T0_T3","c_Viruses","VP",178666.666666667,536000,NA,1,"LM_SR","3"
"PE486",6,1,"T0_T6","c_Viruses","VP",58291.6666666666,349750,69498.5386537012,0.412971893787025,"LM_SR","3"
"PE486",6,1,"T0_T9","c_Viruses","VP",18191.6666666666,163725,38755.8087044166,0.0992325312703969,"LM_SR","3"
"PE486",6,1,"T0_T12","c_Viruses","VP",-3250.00000000004,-39000.0000000004,25571.8450499618,0.00535536754299405,"LM_SR","3"
"PE486",6,1,"T0_T24","c_Viruses","VP",-26620.8333333334,-638900.000000001,12966.3480595854,0.513091780096083,"LM_SR","3"
"PE486",7,1,"T0_T3","c_Viruses","VP",-165703.848792136,-497111.546376409,NA,1,"LM_SR","1"
"PE486",7,1,"T0_T6","c_Viruses","VP",-93843.7507747985,-563062.504648791,41488.4469343033,0.836502573143246,"LM_SR","1"
"PE486",7,1,"T0_T9","c_Viruses","VP",1892.57762460897,17033.1986214807,58304.4289707379,0.00052655722136543,"LM_SR","1"
"PE486",7,1,"T0_T12","c_Viruses","VP",-1537.20278679927,-18446.4334415912,33720.2700230109,0.000692242474233725,"LM_SR","1"
"PE486",7,1,"T0_T24","c_Viruses","VP",14985.6610385211,359655.864924507,15360.6163137145,0.192208938234155,"LM_SR","1"
"PE486",7,1,"T0_T3","c_Viruses","VP",47025.1820263,141075.5460789,NA,1,"LM_SR","2"
"PE486",7,1,"T0_T6","c_Viruses","VP",19091.0668683215,114546.401209929,16127.7689060327,0.583548101353476,"LM_SR","2"
"PE486",7,1,"T0_T9","c_Viruses","VP",71240.2581839523,641162.323655571,30960.1954817584,0.725829359905256,"LM_SR","2"
"PE486",7,1,"T0_T12","c_Viruses","VP",41719.3530525047,500632.236630056,24698.2964598008,0.487464980491302,"LM_SR","2"
"PE486",7,1,"T0_T24","c_Viruses","VP",4326.48203704166,103835.568889,15195.2294071076,0.0198646693513491,"LM_SR","2"
"PE486",7,1,"T0_T3","c_Viruses","VP",-36363.9368920399,-109091.81067612,NA,1,"LM_SR","3"
"PE486",7,1,"T0_T6","c_Viruses","VP",-11322.4076232035,-67934.4457392208,14457.7336642828,0.380154743579354,"LM_SR","3"
"PE486",7,1,"T0_T9","c_Viruses","VP",21132.4060529424,190191.654476481,19821.9623009238,0.362365271676314,"LM_SR","3"
"PE486",7,1,"T0_T12","c_Viruses","VP",26967.1650178924,323605.980214709,11929.7192148894,0.630080539194093,"LM_SR","3"
"PE486",7,1,"T0_T24","c_Viruses","VP",13454.6566500549,322911.759601318,6473.04560993515,0.519256150885737,"LM_SR","3"
"PE477",1,1,"T0_T3","c_Viruses","VP",17297.2972972974,51891.8918918921,NA,NA,"VPCL_SR","1"
"PE477",1,1,"T0_T6","c_Viruses","VP",59117.117117117,354702.702702702,NA,NA,"VPCL_SR","1"
"PE477",1,1,"T0_T9","c_Viruses","VP",114234.234234235,1028108.10810811,NA,NA,"VPCL_SR","1"
"PE477",1,1,"T0_T12","c_Viruses","VP",114234.234234235,1028108.10810811,NA,NA,"VPCL_SR","1"
"PE477",1,1,"T0_T24","c_Viruses","VP",114234.234234235,1028108.10810811,NA,NA,"VPCL_SR","1"
"PE477",1,1,"T0_T3","c_Viruses","VP",37567.5675675673,112702.702702702,NA,NA,"VPCL_SR","2"
"PE477",1,1,"T0_T6","c_Viruses","VP",65729.7297297297,394378.378378378,NA,NA,"VPCL_SR","2"
"PE477",1,1,"T0_T9","c_Viruses","VP",58870.8708708703,529837.837837833,NA,NA,"VPCL_SR","2"
"PE477",1,1,"T0_T12","c_Viruses","VP",58870.8708708703,529837.837837833,NA,NA,"VPCL_SR","2"
"PE477",1,1,"T0_T24","c_Viruses","VP",37881.3813813809,732540.540540531,NA,NA,"VPCL_SR","2"
"PE477",1,1,"T0_T3","c_Viruses","VP",40252.2522522523,120756.756756757,NA,NA,"VPCL_SR","3"
"PE477",1,1,"T0_T6","c_Viruses","VP",78477.4774774775,470864.864864865,NA,NA,"VPCL_SR","3"
"PE477",1,1,"T0_T9","c_Viruses","VP",78477.4774774775,470864.864864865,NA,NA,"VPCL_SR","3"
"PE477",1,1,"T0_T12","c_Viruses","VP",59058.5585585586,589783.783783784,NA,NA,"VPCL_SR","3"
"PE477",1,1,"T0_T24","c_Viruses","VP",61314.4144144146,1133135.13513514,NA,NA,"VPCL_SR","3"
"PE477",2,1,"T0_T3","c_Viruses","VP",40294.11764706,120882.35294118,NA,NA,"VPCL_SR","1"
"PE477",2,1,"T0_T6","c_Viruses","VP",66931.37254902,401588.23529412,NA,NA,"VPCL_SR","1"
"PE477",2,1,"T0_T9","c_Viruses","VP",66931.37254902,401588.23529412,NA,NA,"VPCL_SR","1"
"PE477",2,1,"T0_T12","c_Viruses","VP",217926.470588236,1508352.94117648,NA,NA,"VPCL_SR","1"
"PE477",2,1,"T0_T24","c_Viruses","VP",217926.470588236,1508352.94117648,NA,NA,"VPCL_SR","1"
"PE477",2,1,"T0_T3","c_Viruses","VP",7588.23529411666,22764.70588235,NA,NA,"VPCL_SR","2"
"PE477",2,1,"T0_T6","c_Viruses","VP",65225.4901960783,391352.94117647,NA,NA,"VPCL_SR","2"
"PE477",2,1,"T0_T9","c_Viruses","VP",65225.4901960783,391352.94117647,NA,NA,"VPCL_SR","2"
